Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
Q7UIY1,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q7V2Q8,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q7VF14,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q7VP59,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q7WLV0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7XTV7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7Z444,3.6.5.2,3,3.6,3.6.5,3.6.5.2
Q7ZU92,3.1.13.4,3,3.1,3.1.13,3.1.13.-
Q7ZUK0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q803I8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q804E1,1.21.99.4,1,1.21,1.21.99,1.21.99.4
Q80YR4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q838S2,3.2.1.14,3,3.2,3.2.1,3.2.1.96
Q83A83,4.4.1.13,2,4.4,4.4.1,4.4.1.13
Q841V6,3.2.1.55,3,3.2,3.2.1,3.2.1.55
Q84M95,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q84MD6,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q84P52,2.6.1.96,2,2.6,2.6.1,2.6.1.62
Q84R10,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q84V18,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q869C3,3.1.1.7,3,3.1,3.1.1,3.1.1.7
Q869W6,2.7.11.18,2,2.7,2.7.11,2.7.11.17
Q86HN7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86I79,3.4.16.4,3,3.4,3.4.16,3.4.16.4
Q86IA3,5.3.4.1,5,5.3,5.3.4,5.3.4.1
Q86IX1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q87F90,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q8BGQ4,2.4.1.109,2,2.4,2.4.1,2.4.1.109
Q8BPM2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8C1R0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8CHK7,1.6.5.2,1,1.6,1.6.99,1.6.99.-
Q8D3C3,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q8EBY7,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q8GUU2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8GYT9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8I430,3.4.21.62,3,3.4,3.4.21,3.4.21.-
Q8KFJ6,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q8L3B9,3.5.1.105,3,3.5,3.5.1,3.5.1.-
Q8L9T5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8L9W3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8LBL5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8LBZ4,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8LER3,2.4.1.207,2,2.4,2.4.1,2.4.1.207
Q8LF65,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8LPF3,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q8N806,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NFI3,3.2.1.96,3,3.2,3.2.1,3.2.1.96
Q8PZ91,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q8SVN8,3.1.1.5,3,3.1,3.1.1,3.1.1.-
Q8VYZ3,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q8VZJ7,1.14.11.2,1,1.14,1.14.11,1.14.11.2
Q8W4N3,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8WZK3,3.1.3.48,2,1.20,1.20.4,2.8.1.1
Q8WZM0,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q8YLG0,3.1.4.17,3,3.1,3.1.4,3.1.4.-
Q8ZNT5,2.7.7.65,2,2.7,2.7.7,2.7.7.65
Q8ZVB5,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q92353,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q93V61,3.1.1.32,2,2.3,2.3.1,2.3.1.-
Q94A51,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q94EJ2,3.5.1.98,3,3.5,3.5.1,3.5.1.-
Q95RX5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96EH8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q97ZZ0,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q98PQ3,6.3.4.2,6,6.3,6.3.4,6.3.4.2
Q99316,5.3.4.1,5,5.3,5.3.4,5.3.4.1
Q997C2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q99MX1,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9ALA2,7.1.1.1,7,7.1,7.1.1,7.1.1.1
Q9C100,2.4.1.109,2,2.4,2.4.1,2.4.1.109
Q9C2R2,3.1.13.4,3,3.1,3.1.13,3.1.13.4
Q9C5W0,2.3.1.20,7,7.1,7.1.1,7.1.1.-
Q9C9A6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9C9M0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9CAK1,3.2.2.6,3,3.2,3.2.2,3.2.2.6
Q9CY62,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9DD48,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9FF77,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q9FH80,3.2.1.2,3,3.2,3.2.1,3.2.1.2
Q9FHF0,3.2.2.6,3,3.2,3.2.2,3.2.2.6
Q9FJT8,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q9FKP5,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9FMR0,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9FNF8,2.7.1.67,2,2.7,2.7.1,2.7.1.67
Q9FPS0,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9FPT5,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9FWQ5,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q9FX85,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9FYA6,2.6.1.42,2,2.6,2.6.1,2.6.1.42
Q9FYH1,2.3.1.48,3,3.6,3.6.4,3.6.4.12
Q9HM08,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9HM27,6.3.4.2,6,6.3,6.3.4,6.3.4.2
Q9HT84,2.7.7.65,2,2.7,2.7.7,2.7.7.65
Q9IBD8,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q9JN65,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9JXI5,3.1.3.82,3,3.1,3.1.3,3.1.3.82
Q9KRB2,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9LDA4,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9LE42,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q9LEW0,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9LNL0,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9LPL3,1.14.13.168,1,1.14,1.14.13,1.14.13.168
Q9LPT6,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9LS39,3.1.13.4,3,3.1,3.1.13,3.1.13.4
Q9LT91,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9LXM2,3.1.13.4,3,3.1,3.1.13,3.1.13.4
Q9LYC7,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9LZJ5,7.6.2.2,7,7.6,7.6.2,7.6.2.2
Q9LZM4,2.7.11.-,2,2.7,2.7.11,2.7.11.1
Q9M1C7,7.6.2.2,7,7.6,7.6.2,7.6.2.2
Q9M342,2.7.11.-,2,2.7,2.7.11,2.7.11.1
Q9P2H5,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9P3U0,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9P7D7,6.2.1.3,6,6.2,6.2.1,6.2.1.3
Q9P7S5,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9RUD2,2.7.6.1,2,2.7,2.7.6,2.7.6.1
Q9RW55,1.5.5.2,1,1.5,1.5.5,1.5.5.2
Q9SCX9,1.1.1.8,1,1.1,1.1.1,1.1.1.8
Q9SHJ3,2.4.1.34,2,2.4,2.4.1,2.4.1.34
Q9SJA1,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9SKX0,7.6.2.2,7,7.6,7.6.2,7.6.2.2
Q9SZ66,3.2.2.6,3,3.2,3.2.2,3.2.2.6
Q9T020,2.7.11.-,2,2.7,2.7.11,2.7.11.-
Q9T0J1,2.7.11.-,2,2.7,2.7.11,2.7.11.-
Q9UAY4,3.1.4.12,3,3.1,3.1.4,3.1.4.-
Q9UUF3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q9UUN9,1.1.1.2,1,1.1,1.1.1,1.1.1.-
Q9UYS8,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9VIP7,3.5.1.23,3,3.5,3.5.1,3.5.1.-
Q9VM71,3.1.13.-,3,3.1,3.1.13,3.1.13.-
Q9VZS6,3.1.4.12,3,3.1,3.1.4,3.1.4.-
Q9W5U2,3.2.1.14,3,3.2,3.2.1,3.2.1.14
Q9WU83,2.4.1.83,2,2.4,2.4.1,2.4.1.83
Q9X3X7,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9Y7G8,3.1.1.74,3,3.1,3.1.1,3.1.1.74
Q9YGY4,3.5.1.98,3,3.1,3.1.3,3.1.3.48
Q9YHB3,2.4.1.222,2,2.4,2.4.1,2.4.1.222
Q9ZV56,2.7.7.15,2,2.7,2.7.7,2.7.7.15
W2PEP3,3.2.1.151,3,3.2,3.2.1,3.2.1.4
A0A0D2YG09,2.7.2.4,2,2.7,2.7.2,2.7.2.4
A0A0H3JQ59,2.4.2.-,2,2.3,2.3.1,2.3.1.-
A0A0P0UZP7,4.4.1.14,4,4.4,4.4.1,4.4.1.14
A0A0U3C228,1.14.19.-,1,1.14,1.14.19,1.14.19.-
A0A161IUT7,2.3.1.20,2,2.3,2.3.1,2.3.1.-
A0A2U7XUH7,5.5.1.6,5,5.5,5.5.1,5.5.1.6
A0A2V5GZ95,1.14.14.-,1,1.14,1.14.14,1.14.14.-
A0A391NGM7,1.11.1.5,1,1.11,1.11.1,1.11.1.5
A0A455R7M0,1.14.99.-,1,1.14,1.14.19,1.14.19.-
A0A5D0EMF2,3.2.2.5,3,3.2,3.2.2,3.2.2.5
A0AUR5,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A0KSX7,1.7.2.2,1,1.7,1.7.2,1.7.2.2
A0QLI5,2.4.2.31,3,3.2,3.2.2,3.2.2.5
A1A4L4,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A1CAI0,3.2.1.39,3,3.2,3.2.1,3.2.1.99
A1D7I1,3.2.1.67,3,3.2,3.2.1,3.2.1.67
A1JIM9,2.7.2.15,2,2.7,2.7.2,2.7.2.1
A1VGB0,5.1.3.20,5,5.1,5.1.3,5.1.3.20
A1ZAI3,1.2.1.84,1,1.2,1.2.1,1.2.1.84
A2BHJ4,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A2QY22,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A2R6G7,1.14.19.-,1,1.14,1.14.19,1.14.19.-
A2RI77,7.4.2.9,7,7.4,7.4.2,7.4.2.9
A3MSA1,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A4FZL0,2.4.2.57,2,2.4,2.4.2,2.4.2.57
A4QYQ5,3.4.14.5,3,3.4,3.4.14,3.4.14.-
A4SFY3,2.1.2.1,2,2.1,2.1.2,2.1.2.1
A5ABE6,3.1.1.74,3,3.1,3.1.1,3.1.1.74
A5DUW8,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A5E1A0,2.7.1.26,2,2.7,2.7.1,2.7.1.26
A5UAG1,3.1.13.-,3,3.1,3.1.13,3.1.13.-
A5UBV7,3.4.11.4,3,3.4,3.4.11,3.4.11.4
A5UNK4,2.7.6.1,2,2.7,2.7.6,2.7.6.1
A5W0D6,3.5.3.23,3,3.5,3.5.3,3.5.3.23
A5WFR0,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A6TJX7,2.3.1.222,2,2.3,2.3.1,2.3.1.222
A6UN73,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A6XGK3,3.4.17.-,3,3.4,3.4.17,3.4.17.-
A7EFH4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A7ERG1,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A7IB61,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A7MSZ6,1.8.4.8,1,1.8,1.8.4,1.8.4.8
A7MVV6,7.6.2.8,7,7.6,7.6.2,7.6.2.8
A7TF84,2.4.1.173,2,2.4,2.4.1,2.4.1.173
A7UXD4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A8EVP9,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A8J9T5,2.4.2.60,2,2.4,2.4.2,2.4.2.60
A8MB76,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A8WGT1,1.14.99.-,1,1.14,1.14.18,4.1.99.5
A8XLL3,2.8.2.20,2,2.8,2.8.2,2.8.2.-
A9A4A1,3.4.25.1,3,3.4,3.4.25,3.4.25.1
A9W382,4.1.1.49,4,4.1,4.1.1,4.1.1.49
B0JIR2,1.7.99.1,1,1.7,1.7.99,1.7.99.1
B0RTE2,2.7.1.166,2,2.7,2.7.1,2.7.1.166
B0TF70,3.6.4.12,3,3.6,3.6.4,3.6.4.12
B1AJ89,3.6.4.12,3,3.6,3.6.4,3.6.4.12
B1JQU4,2.7.1.11,2,2.7,2.7.1,2.7.1.11
B1L6Q8,2.5.1.41,2,2.5,2.5.1,2.5.1.41
B1L6S7,3.4.25.1,3,3.4,3.4.25,3.4.25.1
B1L6X8,3.4.25.1,3,3.4,3.4.25,3.4.25.1
B1ZZL9,6.5.1.1,6,6.5,6.5.1,6.5.1.1
B2S1L1,3.6.4.12,3,3.6,3.6.4,3.6.4.12
B2T6D4,4.1.1.98,4,4.1,4.1.1,4.1.1.-
B2U882,2.6.1.52,2,2.6,2.6.1,2.6.1.52
B2V7W7,2.7.1.11,2,2.7,2.7.1,2.7.1.11
B3A0Q6,4.2.1.1,4,4.2,4.2.1,4.2.1.1
B3WC77,6.2.1.54,6,6.2,6.2.1,6.2.1.54
B4EY24,2.8.3.21,2,2.8,2.8.3,2.8.3.-
B4QVX4,2.3.1.199,2,2.3,2.3.1,2.3.1.199
B5EL46,1.3.5.2,1,1.3,1.3.5,1.3.5.2
B5IAJ6,2.4.2.8,2,2.4,2.4.2,2.4.2.22
B5YD88,6.5.1.1,6,6.5,6.5.1,6.5.1.1
B5YKP5,2.4.2.44,2,2.4,2.4.2,2.4.2.1
B6H060,1.1.99.-,1,1.1,1.1.1,1.1.1.-
B6MUN4,3.4.19.-,3,3.4,3.4.19,3.4.19.-
B6YXV3,3.4.25.1,3,3.4,3.4.25,3.4.25.1
B7J1M4,3.4.25.2,3,3.4,3.4.25,3.4.25.2
B7STY2,2.6.1.5,2,2.6,2.6.1,2.6.1.57
B8B406,3.6.4.12,3,3.6,3.6.4,3.6.4.12
B8D0L5,2.8.1.4,2,2.8,2.8.1,2.8.1.4
B8FU95,4.2.1.9,4,4.2,4.2.1,4.2.1.9
B8GGB8,6.5.1.1,6,6.5,6.5.1,6.5.1.1
B8HCE1,6.5.1.1,6,6.5,6.5.1,6.5.1.1
B8I6U9,4.1.1.65,4,4.1,4.1.1,4.1.1.65
B8J0B1,5.3.1.28,5,5.3,5.3.1,5.3.1.28
B8J3V0,2.3.1.47,2,2.3,2.3.1,2.3.1.47
B8N0E8,6.3.2.-,6,6.3,6.3.2,6.3.2.-
B8NI25,1.5.3.-,1,1.5,1.5.3,1.5.3.-
B8NPT0,3.1.1.73,3,3.1,3.1.1,3.1.1.73
B8NR69,6.3.2.-,6,6.3,6.3.2,6.3.2.-
B8ZUA0,4.1.1.65,4,4.1,4.1.1,4.1.1.65
B9EYZ1,4.4.1.15,4,4.4,4.4.1,4.4.1.15
B9KIX9,1.17.7.4,1,1.17,1.17.7,1.17.7.4
B9KPJ0,2.7.6.1,2,2.7,2.7.6,2.7.6.1
B9L9P6,1.3.5.2,1,1.3,1.3.5,1.3.5.2
B9LUZ9,6.5.1.1,6,6.5,6.5.1,6.5.1.1
B9M8U3,2.3.1.47,2,2.3,2.3.1,2.3.1.47
B9MP50,2.8.1.6,2,2.8,2.8.1,2.8.1.6
B9RAJ0,3.4.11.21,3,3.4,3.4.11,3.4.11.21
C0QAT7,2.7.1.50,2,2.7,2.7.1,2.7.1.50
C0QKP4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
C0QR28,2.8.1.6,2,2.8,2.8.1,2.8.1.6
C0QSL7,6.5.1.1,6,6.5,6.5.1,6.5.1.1
C0QVM0,2.8.1.6,2,2.8,2.8.1,2.8.1.6
C0QWJ2,2.7.1.50,2,2.7,2.7.1,2.7.1.50
C0QZX1,5.1.1.7,5,5.1,5.1.1,5.1.1.7
C0R0E0,2.7.7.8,2,2.7,2.7.7,2.7.7.8
C0R1X0,2.7.8.13,2,2.7,2.7.8,2.7.8.13
C0R250,3.6.4.12,3,3.6,3.6.4,3.6.4.12
C0R4E0,4.1.1.65,4,4.1,4.1.1,4.1.1.65
C0R4N2,5.1.1.7,5,5.1,5.1.1,5.1.1.7
C0R4W3,2.7.8.13,2,2.7,2.7.8,2.7.8.13
C0Z4E2,4.1.1.65,4,4.1,4.1.1,4.1.1.65
C0ZJ16,2.4.2.22,2,2.4,2.4.2,2.4.2.22
C1A163,2.7.1.50,2,2.7,2.7.1,2.7.1.50
C1A3Y1,2.7.7.8,2,2.7,2.7.7,2.7.7.8
C1A8A7,2.7.8.13,2,2.7,2.7.8,2.7.8.13
C1A8U3,5.1.1.7,5,5.1,5.1.1,5.1.1.7
C1AE25,2.7.1.50,2,2.7,2.7.1,2.7.1.50
C1F3M6,4.1.1.65,4,4.1,4.1.1,4.1.1.65
C1KV98,1.17.7.4,1,1.17,1.17.7,1.17.7.4
C3MQ22,1.1.1.261,1,1.1,1.1.1,1.1.1.261
C3MR91,2.8.1.4,2,2.8,2.8.1,2.8.1.4
C3NGW2,1.1.1.86,1,1.1,1.1.1,1.1.1.86
C4K730,3.5.1.108,3,3.5,3.5.1,3.5.1.108
C4K7X8,5.3.1.28,5,5.3,5.3.1,5.3.1.28
C4KZE2,2.7.1.50,2,2.7,2.7.1,2.7.1.50
C4L432,2.6.1.52,2,2.6,2.6.1,2.6.1.52
C4L8H9,2.7.1.50,2,2.7,2.7.1,2.7.1.50
C4LJ74,2.7.7.8,2,2.7,2.7.7,2.7.7.8
C4LYI2,3.9.1.-,3,3.9,3.9.1,3.9.1.-
C4WUT0,3.1.3.77,3,3.1,3.1.3,3.1.3.77
C4ZAY9,2.8.1.4,2,2.8,2.8.1,2.8.1.4
C5A3H2,4.1.1.50,4,4.1,4.1.1,4.1.1.50
C5BR43,2.1.1.186,2,2.1,2.1.1,2.1.1.186
C5CDR2,2.7.8.13,2,2.7,2.7.8,2.7.8.13
C5CIU9,1.17.7.4,1,1.17,1.17.7,1.17.7.4
C5D7U6,2.7.1.100,2,2.7,2.7.1,2.7.1.100
C5FBW2,3.4.14.10,3,3.4,3.4.14,3.4.14.10
C5FHK0,3.4.14.10,3,3.4,3.4.14,3.4.14.10
C5FYJ7,3.4.17.-,3,3.4,3.4.17,3.4.17.-
C6BY79,5.4.99.62,5,5.4,5.4.99,5.4.99.62
C6C0T2,2.8.1.6,2,2.8,2.8.1,2.8.1.6
C6DH28,3.5.4.4,3,3.5,3.5.4,3.5.4.4
C9K7C1,6.3.2.-,6,6.3,6.3.2,6.3.2.-
D0VWQ1,1.7.3.3,1,1.7,1.7.3,1.7.3.3
D2UYP1,3.1.3.77,3,3.1,3.1.3,3.1.3.77
D2VAA9,5.3.1.23,5,5.3,5.3.1,5.3.1.23
D4AMB9,5.1.3.3,5,5.1,5.1.3,5.1.3.3
D4ANL2,3.4.24.39,3,3.4,3.4.24,3.4.24.39
D4APX3,1.10.3.2,1,1.10,1.10.3,1.10.3.2
D4AT07,3.2.1.14,3,3.2,3.2.1,3.2.1.14
D4AU56,6.3.2.-,6,6.3,6.3.2,6.3.2.-
D4AX63,3.1.1.3,3,3.1,3.1.1,3.1.1.3
D4B0V1,3.2.1.39,3,3.2,3.2.1,3.2.1.58
D4B1N9,3.1.1.3,3,3.1,3.1.1,3.1.1.3
D4B4X4,3.2.1.14,3,3.2,3.2.1,3.2.1.14
D4GZM5,2.7.7.85,2,2.7,2.7.7,2.7.7.85
D5V9A9,2.7.7.87,2,2.7,2.7.7,2.7.7.87
D5WVB5,2.3.1.204,2,2.3,2.3.1,2.3.1.181
D7GCU5,2.7.1.11,2,2.7,2.7.1,2.7.1.11
E1R5X1,2.3.3.13,2,2.3,2.3.3,2.3.3.13
E1WGF1,3.4.16.4,3,3.4,3.4.16,3.4.16.4
E3PVH7,2.3.3.13,2,2.3,2.3.3,2.3.3.13
E6R6G5,3.4.16.6,3,3.4,3.4.16,3.4.16.6
E7NHF8,3.4.16.6,3,3.4,3.4.16,3.4.16.6
E7R7R2,3.4.16.6,3,3.4,3.4.16,3.4.16.6
E9ENC6,3.2.1.14,3,3.2,3.2.1,3.2.1.14
E9F7R6,3.2.1.14,3,3.2,3.2.1,3.2.1.14
F4FTW6,5.1.99.6,5,5.1,5.1.99,5.1.99.6
F4I114,2.7.11.-,2,2.7,2.7.11,2.7.11.1
F4I1N8,2.7.11.-,2,2.7,2.7.11,2.7.11.1
F4I6V0,2.4.2.-,2,2.4,2.4.2,2.4.1.-
F4J3G5,3.4.21.102,3,3.4,3.4.21,3.4.21.102
F4JFJ3,3.6.4.12,3,3.6,3.6.4,3.6.4.-
F4LHM0,5.1.99.6,5,5.1,5.1.99,5.1.99.6
F4QV02,2.3.1.46,2,2.3,2.3.1,2.3.1.31
F7DL67,5.1.99.6,5,5.1,5.1.99,5.1.99.6
F9X9V1,6.3.2.-,6,6.3,6.3.2,6.3.2.-
G3J456,6.3.2.-,6,6.3,6.3.2,6.3.2.-
G5EDG2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
G8XHD8,6.3.2.-,6,6.3,6.3.1,6.3.4.23
H8ZKS8,3.5.2.-,3,3.5,3.5.2,3.5.2.-
I1RIV2,6.3.2.-,6,6.3,6.3.2,6.3.2.-
I6YC58,3.4.21.-,3,3.4,3.4.21,3.4.21.-
I6YGS0,3.3.2.10,3,3.3,3.3.2,3.3.2.10
I7HUG0,3.4.23.-,3,3.4,3.4.23,3.4.23.-
J9VWT0,2.4.1.16,2,2.4,2.4.1,2.4.1.16
K3VDP2,6.3.2.-,6,6.3,6.3.2,6.3.2.-
L8GD75,3.4.21.-,3,3.4,3.4.21,3.4.21.-
M1W855,4.3.2.9,2,2.3,2.3.1,7.2.1.-
M1WCQ3,6.3.2.-,6,6.3,6.3.2,6.3.2.-
M2PP75,1.14.13.196,1,1.14,1.14.13,1.14.13.196
O02350,3.4.17.-,3,3.4,3.4.17,3.4.17.-
O04496,3.4.23.-,3,3.4,3.4.23,3.4.23.-
O05458,3.4.21.-,3,3.4,3.4.21,3.4.21.-
O05942,3.4.21.107,3,3.4,3.4.21,3.4.21.-
O06335,2.2.1.6,2,2.2,2.2.1,2.2.1.6
O07014,3.1.3.3,3,3.1,3.1.4,3.1.4.52
O08353,2.2.1.6,2,2.2,2.2.1,2.2.1.6
O08358,1.3.1.14,1,1.3,1.3.1,1.3.98.1
O10274,3.1.3.48,3,3.1,3.1.3,3.1.3.-
O13287,1.1.1.44,1,1.1,1.1.1,1.1.1.44
O13340,3.4.23.-,3,3.4,3.4.23,3.4.23.-
O13444,3.1.1.3,3,3.1,3.1.1,3.1.1.3
O13632,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O13869,3.6.5.-,3,3.6,3.6.5,3.6.5.-
O14443,3.6.5.-,3,3.6,3.6.5,3.6.5.-
O15821,3.6.5.-,3,3.6,3.6.5,3.6.5.-
O16098,3.2.1.20,3,3.2,3.2.1,3.2.1.20
O17040,4.2.1.134,4,4.2,4.2.1,4.2.1.134
O17473,3.4.22.15,3,3.4,3.4.22,3.4.22.-
O24575,4.1.1.50,4,4.1,4.1.1,4.1.1.50
O25046,3.5.4.4,3,3.5,3.5.2,3.5.2.7
O25320,2.3.1.47,2,2.3,2.3.1,2.3.1.47
O25683,3.1.4.17,3,3.6,3.6.1,3.1.3.-
O25916,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O26051,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O27281,1.3.1.14,1,1.3,1.3.1,1.3.1.14
O27875,3.5.4.30,3,3.5,3.5.4,3.5.4.30
O27995,2.7.1.36,2,2.7,2.7.1,2.7.1.36
O28142,3.1.3.3,3,3.1,3.1.3,3.1.3.3
O28204,2.7.1.50,2,2.7,2.7.1,2.7.1.50
O28599,1.1.1.261,1,1.1,1.1.1,1.1.1.261
O29352,4.3.3.7,4,4.3,4.3.3,4.3.3.7
O29511,5.1.1.7,5,5.1,5.1.1,5.1.1.7
O31097,3.1.3.8,3,3.1,3.6.3,3.6.3.-
O31463,2.1.1.10,2,2.1,2.1.1,2.1.1.10
O32147,1.17.1.4,4,4.1,4.1.3,4.1.99.-
O32177,2.3.1.16,2,2.3,2.3.1,2.3.1.16
O32179,1.5.5.2,1,1.5,1.5.5,1.5.5.2
O32755,1.2.1.12,1,1.2,1.2.1,1.2.1.12
O33641,3.4.23.-,3,3.4,3.5.1,3.4.21.-
O34324,1.8.1.4,1,1.8,1.8.1,1.8.1.4
O34481,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O34482,3.5.1.1,3,3.5,3.5.1,3.5.1.1
O34514,4.2.1.113,5,5.1,5.1.1,5.1.1.-
O34779,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O34873,4.1.3.4,4,4.1,4.1.3,4.1.3.4
O42816,3.6.5.-,3,3.6,3.6.5,3.6.5.-
O42853,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O49353,3.2.1.39,3,3.2,3.2.1,3.2.1.39
O50224,3.6.4.12,3,3.6,3.6.4,3.6.4.-
O50311,1.8.1.4,1,1.8,1.8.1,1.8.1.4
O50581,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O51219,6.3.2.-,6,6.3,6.3.2,6.3.2.-
O51528,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O52177,2.7.6.5,2,2.7,3.1.7,3.1.7.2
O52535,4.2.1.1,4,4.2,4.2.1,4.2.1.1
O52538,4.2.1.1,4,4.2,4.2.1,4.2.1.1
O52787,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O53582,2.4.2.-,2,2.4,2.4.2,2.4.2.-
O53695,3.4.21.-,3,3.4,3.4.21,3.4.21.-
O53945,3.4.21.-,3,3.4,3.4.21,3.4.21.-
O58677,4.1.1.39,4,4.1,4.1.1,4.1.1.39
O59682,2.3.1.50,2,2.3,2.3.1,2.3.1.50
O59781,3.6.5.-,3,3.6,3.6.5,3.6.5.-
O60116,2.7.1.15,2,2.7,2.7.1,2.7.1.15
O64583,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O66593,2.7.7.8,2,2.7,2.7.7,2.7.7.8
O67216,4.3.3.7,4,4.3,4.3.3,4.3.3.7
O67260,2.1.3.15,2,2.1,2.1.3,2.1.3.15
O67413,2.7.7.77,2,2.7,2.7.7,2.7.7.77
